id,created_at,text
789699197603762176,2016-10-22 05:25:35,"@MominaMustehsan @cokestudio 
You accompany my silence &amp; your music provides peace, hope &amp; feeling dat I'm not alone https://t.co/HYiBUY5cKj"
789693634736115712,2016-10-22 05:03:28,"https://t.co/jNFSvmYgNu
Fun :) 
@ShreetiUpreti @ShakarBhattarai Your  Dress Code  (Y)"
789693093746397184,2016-10-22 05:01:19,#Awesome https://t.co/jqAckZq3aQ
789692662936801280,2016-10-22 04:59:37,#Inspirational https://t.co/AkuVBx3jsF
789691425289928704,2016-10-22 04:54:42,We dream in #BYTES &amp; live in #BITS.
789690803962548224,2016-10-22 04:52:14,"Her Face is Splendidly luminious, dazzlingly radiant
https://t.co/GiuuDo5nDf These lyrics are splendid 
Read only subtitles it'll be enough"
789651188744540160,2016-10-22 02:14:49,"RT @Deep_nepalinfo: Nepal a land of suspension bridges ... 
#visitnepal #explorenepal #tourismnepal https://t.co/JIzIoZ7tgy https://t.co/tl…"
789651132402405376,2016-10-22 02:14:35,Yo ho ni ta kuro https://t.co/fUcqoQVOtm
789651025498025984,2016-10-22 02:14:10,"RT @Neeshahere: Recalling Manang!
Must say 'Nepal is naturally beautiful ' #Nepal #visitnepal https://t.co/vv8fHwgAPF"
789650832618721280,2016-10-22 02:13:24,RT @redheadlefthand: I have over 400 photos (2 weeks worth!) from my Annapurna Circuit + Tilicho Lake trek...give me some time to sort thro…
789650752884965376,2016-10-22 02:13:05,RT @redheadlefthand: Me in one of my favorite places - Marpha! :) #visitnepal https://t.co/Z279U0GCCF
789650699478970368,2016-10-22 02:12:52,RT @incentivehldys: Trekking Kanchenjunga’s South Base Camp #Nepal #TrekLovers #TrekkinginNepal #VisitNepal #NepalNow https://t.co/g5uApIjd…
789650640565710848,2016-10-22 02:12:38,RT @incentivehldys: The #AnnapurnaCircuit is said to be one of the #besttrekkingtrails in the world. #Nepal #TrekLovers #TrekkinginNepal #V…
789650601109970944,2016-10-22 02:12:28,"RT @3tnepal: You definitely need to have these while you are in #Nepal!
Travel Nepal with us! #3TN #Travel #Tour #Trek #Nepal #VisitNepal #…"
789650463889117184,2016-10-22 02:11:56,"RT @3tnepal: MTB in #Mustang, #Nepal! Travel Nepal with us! #3TN #Travel #Tour #Trek #TravelNepal #VisitNepal #Ghumante #NepalNow #MTBlover…"
789650404845891584,2016-10-22 02:11:42,RT @OHSNepal: Upper Mustang #Nepal #safenepal #visitnepal #photography #adventure #landscapes #culture #travel #travelblog  https://t.co/m5…
789650377364746240,2016-10-22 02:11:35,RT @CrystalPeak108: Nepal is beautiful. #Nepal #visitnepal #mountains #traveltuesday #travel #trekking #sky #clouds #stupa #yoga #meditatio…
789650297580695552,2016-10-22 02:11:16,"RT @mkduwal: ~ Mountain Picnic ~
Mt. Annapurna, Hiunchuli, Gangapurna in the background. #MardiHimal #Trekking #AmazingNepal #VisitNepal #t…"
789650175409082368,2016-10-22 02:10:47,RT @KoiralaShekhar: everyone is going to Mustang these days..good to see internal tourism increasing #VisitNepal
789650162352218112,2016-10-22 02:10:44,RT @ManDi_pdl: It was an amazing experience being there.. #Gosaikunda #VisitNepal #NepalIsNaturallyBeautiful #MyTravelDiary https://t.co/47…
789650111097819136,2016-10-22 02:10:32,RT @MohnaAnsari: Lomanthang drawing domestic tourists and #international Tourist too #VisitNepal https://t.co/1neFJAbaxk
789539690982416384,2016-10-21 18:51:45,"https://t.co/375kjCulv9
#Security is no more about #Strength to #Breach, but all about #Time, someday I'll get you Dank 
#DDoS @Anonymus"
789538605907578880,2016-10-21 18:47:27,"What just happened?
Oh No...!
#DDoS #DDoSAttack https://t.co/lnq3ac17lg"
789538181867724800,2016-10-21 18:45:46,RT @AppleNewsPost: US internet users suffering under DDoS attacks on key DNS provider https://t.co/TboXaFMB8z
789493129359466496,2016-10-21 15:46:44,RT @HillaryClinton: The next president should sweat the details on policy—because it's not just a detail when it's your child. https://t.co…
789492562931310592,2016-10-21 15:44:29,RT @buddhisagar: अधिकाँश मानिसको 'गोजी'मा देश बनाउने हजार योजना छ तर आफ्नै दैलोको खाल्टो पुर्ने एउटा पनि ढुँगा छैन ।
789492553590505474,2016-10-21 15:44:27,"RT @belakoboli: लाेकतन्त्र,सुशासन र लाेकहितविराेधी श्रीमान् लाेकमानलाई ससम्मान अख्तियारबाट बिदागर्न भाेलि शनिबार ११बजे माइतीघर मण्डलामा पा…"
789492212165861376,2016-10-21 15:43:06,RT @studentoncom: @neupaneaadesh As Jim Rohn says - “You are the average of the five people you spend the most time with.”
789480969728253953,2016-10-21 14:58:25,"Her Face is Splendidly luminious, dazzlingly radiant
https://t.co/GiuuDo5nDf These lyrics are splendid 
Read only subtitles it'll be enough"
789470271316987904,2016-10-21 14:15:54,RT @neupaneaadesh: The person you will be in 5 years is based on the books you read and the people you surround yourself with today. #Inspi…
789470236416233472,2016-10-21 14:15:46,"@neupaneaadesh that's why you are an #inspiration for me
:) Together we need to change our community brother 🙋✌"
789112722969337857,2016-10-20 14:35:08,"In love with #SARA
https://t.co/Z5redFjtx7
#AI #ROBOT #BOT #AI"
789111604499533824,2016-10-20 14:30:42,"RT @AI_TopNews: Meet SARA, Very Social Robot That Intends to Make Societ... https://t.co/HkDAz71FPI via @SputnikInt https://t.co/sH6W2c9Chj"
788947157550104579,2016-10-20 03:37:14,@pgaijin66 oe tori canteen aau kati twitter vhalai baseko
788916244447502336,2016-10-20 01:34:24,"RT @Online_khabar: लोकमानविरुद्धको महाअभियोग प्रस्तावमाथि संसदमा आजै छलफल हुने
https://t.co/G81UKmPS5M https://t.co/nAq1eJqQp6"
788916164021751808,2016-10-20 01:34:05,"RT @cnni: #CNNRealityCheck: Clinton says Trump called for “some form of punishment"" for abortions. That's TRUE. https://t.co/6G8UaqL0ga htt…"
788916122472951808,2016-10-20 01:33:55,"RT @Forbes: ""We are going to stop radical Islamic terrorism in this country."" —Donald Trump   #debate"
788916077379981313,2016-10-20 01:33:44,RT @cnnbrk: Undecided voters in Las Vegas assess Clinton and Trump in real time during tonight’s Presidential Debate. https://t.co/3zkKhufZ…
788915032495038464,2016-10-20 01:29:35,"The Fibal Debate has started
#GoClintonGo 😊"
788773898196168704,2016-10-19 16:08:46,RT @drfeifei: Very excited to be on stage with @TomStoppard37 to discuss his play The Hard Problem this Saturday @ACTSanFrancisco on the pr…
788773830177107969,2016-10-19 16:08:30,"RT @mark_riedl: Congratulations to Dr. @zookae for successfully defending his dissertation!

Machine Learning of game design &amp; generation o…"
788771960725475328,2016-10-19 16:01:04,RT @redheadlefthand: Doesn't matter where you are in the world -- you can help encourage English learners in Nepal. :) https://t.co/FwKkEhz…
788584495704182784,2016-10-19 03:36:09,"Wow
#AI https://t.co/8JMHjcbvqI"
788551255954030592,2016-10-19 01:24:04,"RT @AndrewYNg: Pretty much anything that a normal person can do in &lt;1 sec, we can now automate with AI."
788059687304310787,2016-10-17 16:50:45,RT @fttechnews: Computer + ‘neural network’ = AI advance https://t.co/Y267GaHjm1
787604652896301056,2016-10-16 10:42:36,"RT @Tsuraj111: दीपक - दिपालाई धेरै धेरै बधाई, अझ सफलताको कामना ...छक्का पन्जा rocks https://t.co/8MZhFqhV6M"
787604571593986048,2016-10-16 10:42:17,"RT @Su_deep_: पुष्पकमलज्युको भारत दौड देख्दा लाग्छ,
यति धेरै त आईमाई माईत नि जादैनन होला हाम्रो दाल सोल्टी भारत गए जति त 😂😂"
787604492967514113,2016-10-16 10:41:58,"RT @GoogleFacts: Share This: Rohypnol (the date rape drug) tastes very salty. If a drink suddenly has a salty taste, stop drinking it immed…"
787604426278129664,2016-10-16 10:41:42,"RT @Drsudhamshu: एक पोका रगत बाट Packed red cells, fresh frozen plasma, platelet concentrate र clotting factor निकाल्न सकिन्छ। त्यसैले ४ ज…"
787604396058087424,2016-10-16 10:41:35,RT @khanal_uma: यसरी सेल्फी मात्र खिच्ने कि भुटानी शरणार्थीलाई देश फर्काउन पनि कुरा गर्ने?  (फोटो: सन्तोष घिमिरेको फेसबुकबाट) https://t.co/…
787604113575981056,2016-10-16 10:40:28,"RT @itslifethought: NEVER apologize for saying what you feel, because that's like saying ""sorry for being real"""
787507353541185536,2016-10-16 04:15:58,"RT @neupaneaadesh: https://t.co/hldhKuJALu
#chatbot"
787502215770497024,2016-10-16 03:55:33,RT @annapostenglish: Ten-point Dhampus Declaration issued https://t.co/7vJYL6WkSR via @annapostenglish
787501789285199881,2016-10-16 03:53:52,@aatishnn I would watch #Area51 😂 nd get busted
787501375529689088,2016-10-16 03:52:13,"RT @MahabirPun: We are open.... let's unite, support and organise together for social cause and developmental harmony... 
For... https://t.…"
787494481767469057,2016-10-16 03:24:50,"Here is the #Research Paper : A #NeuralConversationalModel
https://t.co/W7Pp5EYHoU
Read the conversation with Machine, which is awesome #AGI"
787493278140641280,2016-10-16 03:20:03,"@google ’s #Artificialintelligence #bot says the #PurposeofLiving is 'to #LiveForever'
https://t.co/mkjwgRITQS"
787454536805855232,2016-10-16 00:46:06,RT @JamieSkella: It's... so... perfect. #AI #bots https://t.co/mOfVAsd6SV
787336261694394368,2016-10-15 16:56:07,"Haha Most of us ate still a baby 
😂😂 @ubuntu @fedora @openSUSE @archlinux Some of the @Linux based flavours I've us… https://t.co/fzpHqvY7jw"
787325649773965316,2016-10-15 16:13:57,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/lf7g1HI3mE
787293061772476416,2016-10-15 14:04:27,"@neupaneaadesh  found Book as audio: #TheEconomicSingularity: #ArtificialIntelligence &amp; the death of capitalism. starts wid #AGI, so cool :)"
787164549245829120,2016-10-15 05:33:48,Retweet and mention more if you wanna know the answer https://t.co/J0ml2n9JcO
787148038250704897,2016-10-15 04:28:11,"@verified @facebook @google @googleresearch which and when was the first #hashtag ever used?
@TwitterMedia @retweet"
786582675800793088,2016-10-13 15:01:38,"This app is #awesome to #exercise and to #workout
And it is free, please #download it here: 
https://t.co/JoKYjUIAZu"
786570399664312320,2016-10-13 14:12:51,RT @AP: Nepal's best known Buddhist nun is a star singer who helps run school for girls and hospital for Kidney patients. https://t.co/KUzi…
786570263835967489,2016-10-13 14:12:19,"RT @KTnepal: चिनियाँ सरकारको निमन्त्रणामा पावन तिर्थस्थल कैलाश, मानसरोवरको दर्शन/अवलोकन र तिब्बत भ्रमणको सिलसिलामा आज ल्हासा प्रस्थान गर्दै…"
786569902299635714,2016-10-13 14:10:53,"RT @NobelPrize: 2016 Literature Laureate Bob Dylan, age 75, born on May 24, 1941 in Duluth, Minnesota, USA. #NobelPrize"
786569764751626240,2016-10-13 14:10:20,"RT @ShakarBhattarai: Why did Dylan win the nobel literature award?
The answer my friend is blowing in the wind.

#BobDylan #NobelLiteratura"
786569616168398849,2016-10-13 14:09:44,"#Respect 
""The Answer is Blowing in the wind "" https://t.co/pxzplE9utm"
786194482173587457,2016-10-12 13:19:05,RT @AndrewYNg: Another implication of AI: We're redesigning data centers for much higher density power/cooling to run HPC/GPUs. Exciting ti…
786194344751443970,2016-10-12 13:18:33,RT @AndrewYNg: Announcing Melody the Medical Assistant! https://t.co/6iAVhSbgab Automatically asks you questions to get more info for your…
786192889550254080,2016-10-12 13:12:46,RT @mark_riedl: Turns out artificial intelligence algorithms can be used by non-artificial things to do smart stuff.
786192574574759936,2016-10-12 13:11:31,"RT @MeGunace: The Nepal's Beauty U can Enjoy Here!!
#VisitNepal
 #WorldTourismDay https://t.co/ZWdLwCp5JD"
786183713834971136,2016-10-12 12:36:18,"@neupaneaadesh dai how was the Journey and the destination ?😊
#excited to hear stories"
786183405666865152,2016-10-12 12:35:05,RT @virendersehwag: Don't feel bad if ppl remember u only when they need u.Feel privileged dat u r like a candle dat comes to their mind wh…
786183139311833088,2016-10-12 12:34:01,"@neupaneaadesh What is God &gt;Conclusion&gt;line3-4
Do U mean there might be Galaxies of sizes like cells?
Hw culd Glxies it be that microscopic?"
786124680318947328,2016-10-12 08:41:43,"Is BSc computer science degree from KU worth it? https://t.co/jQlyqekiTh
@lkafle @RlamsalNP @neupaneaadesh @prabinraz 
Answer @Quora  plzzz"
786083164225675266,2016-10-12 05:56:45,"#Hiking to #Gosainthan #Dhulikhel
All #Alone
&amp; #LifeisAwesome https://t.co/ea2X145guO"
786082290405371909,2016-10-12 05:53:17,"Our Old Hangout after a long time.

#MorningHike
#ViewTower @… https://t.co/MwXa72BpxO"
786040243388461057,2016-10-12 03:06:12,"Busy on #Life
:- Real Time Problem Solving"
786040189621678080,2016-10-12 03:05:59,RT @AndrewYNg: Many S&amp;P 500 CEOs wish the had an internet strategy sooner. In 5 years we'll hear same about AI strategy. https://t.co/fFvQD…
785527941274886144,2016-10-10 17:10:30,RT @cnni: Clinton leads Trump by 11 points in poll conducted after release of sexually aggressive comments made in 2005 video https://t.co/…
785527459722645504,2016-10-10 17:08:35,"@RlamsalNP baba baba vanthiyau ni 
#GOA ma baba vanne sabda katti ko suni rako chau ta ?
:D"
785524751422803968,2016-10-10 16:57:49,"@code 
https://t.co/naPg0DkXVb
I'm stuck"
785515821946707968,2016-10-10 16:22:20,RT @AjitBaral: Good morning and happy Dasain from Pokhara! https://t.co/qdurN3Md34
785515202636754944,2016-10-10 16:19:53,"@ramesgunner @RlamsalNP 
Mine was last year
 NOVEMBER 2015 :D"
785514749656051712,2016-10-10 16:18:05,"RT @sndpwrites: दशै भे पनि लूकी छिपी टुइटर चलाउने मौका मिलेको छ, सबैलाई हेप्पी दशै ।"
785514092702212096,2016-10-10 16:15:28,"https://t.co/SZXPMFTaal
Haha
#HappyDashain"
785389852984381440,2016-10-10 08:01:47,"@sharmasadi  vagawaan @RlamsalNP 😲
Oh Lord RLamsal Bless us with salty water of Goa #Fenny 😂😂"
785389465564909568,2016-10-10 08:00:15,@sharmasadi 😆😆😆
785374669545148417,2016-10-10 07:01:27,"@RlamsalNP 
I'm geek vanyo kta haru kun gaun ko vanera vanchas 😂😂😂
Bachaunus #HanumanJi"
785360184675663873,2016-10-10 06:03:53,"@AndrewYNg @DeepanRAVN
#AGI for Human is traveling, discover analogies by observing speechless and stagnant nature.
What's it with MACHINES?"
785350606143631360,2016-10-10 05:25:50,"In future @congressdotgov and other super powers'll supress building #AI #ROBOTS #DATA 
Like #NeuclearWeapon is mon… https://t.co/RlBL63exed"
785339971741765632,2016-10-10 04:43:34,"What could be one common word for #ENGINEERS &amp; #SCIENTISTS
Can we call #GEEKS?"
785339076710838272,2016-10-10 04:40:01,"RT @nixcraft: Wow Google has released an open source font that supports 800 languages 👍
https://t.co/EsaZDsJzD5"
785190230886187008,2016-10-09 18:48:33,RT @mysoul_peace: Nepali Comedy Teli-Serial with Narayan Tripathi  ज्वाई  https://t.co/efE3AKQNDX #Dashain #Comedy #Nepali
785186627014451201,2016-10-09 18:34:14,"RT @TEDTalks: Beautiful, sad gifs show what's happening to the ocean: https://t.co/5TWkwWwOMO https://t.co/IAAThteieW"
785185910224662528,2016-10-09 18:31:23,RT @visitnepal2011: Happy #Thanksgiving to all the Canadians out there. 🇨🇦
785156698696671232,2016-10-09 16:35:19,"https://t.co/dF3I8VJhJq
@explore_gadgets"
785135573031907329,2016-10-09 15:11:22,#COUNTRY #MOTHERLAND #HEAVEN https://t.co/b0V7tHv7x1
785124166215139330,2016-10-09 14:26:02,RT @verscend: Verisk Health Names Dr. Emad Rizk CEO and Board Director https://t.co/Ka3YjSO0bC
785124143410782208,2016-10-09 14:25:57,RT @verscend: We are now Verscend. Check our brand video to learn more: https://t.co/Tn3HxfYDpw https://t.co/mcISgNTQkb
785124110770679810,2016-10-09 14:25:49,RT @verscend: We are now Verscend! Have you checked out our new look? Click here: https://t.co/aOvfF1pVDW https://t.co/bri2BPMBZi
785124077342076929,2016-10-09 14:25:41,@binarybsr HAPPY DASHAIN DAI
785123625896583168,2016-10-09 14:23:53,#ILoveNepal https://t.co/CXv47xeCCt
785123114795446276,2016-10-09 14:21:52,"RT @MahabirPun: दोहा कतारमा बस्नु भएका भाई बहिनीहरुलाई जानकारी:

म नेपाल जाने क्रममा दोहा कतारमा आईपुगेको छु. यदि तपाईंहरु लाई... https://t…"
785115476883976192,2016-10-09 13:51:31,"दसैमा
आमा: सुन्गुरको खोर जस्तो त्यो तेरो कोठा सफा गर त गोरु!
म: म सुन्गुर भए कि गोरु?
दुबै भएको महसुस गर्दै कोठा सफा गर्दै छु
#Dashain2073"
785109737339654144,2016-10-09 13:28:42,"Ambition: to be a part of it.
#AI Community 
#AIGenius @AndrewYNg https://t.co/8aIJq00EsD"
785103786616291328,2016-10-09 13:05:03,"So #Live #Today
Donot worry about #Tomorrow
Just #Shine
\••/ https://t.co/zYqiGHQzpz"
785098015455313920,2016-10-09 12:42:07,K ho danger danger quotes aai rako chha ta??? https://t.co/gm1SZoAIdA
785097684961026048,2016-10-09 12:40:49,"Shine On
Happy Dashain
Enjoy the tour https://t.co/mkzUAGpdKU"
785097313534353409,2016-10-09 12:39:20,"@sharmasadi So do u mean I'm Intelligent?
:D https://t.co/xfFuPPNMZX"
785097116037160961,2016-10-09 12:38:33,I find this Statement is used in so many places... https://t.co/rUxMSp2xnh
785096889582522368,2016-10-09 12:37:39,"@sharmasadi :D Ani kanchi talai chodera babuwa bidesh farar bhayo rey ta 
k ho kuro :D
@RlamsalNP Vanidinus #Hanumanji :P"
785046817402564608,2016-10-09 09:18:41,RT @mysoul_peace: Dashain - दशै  (maha jodi)   https://t.co/xxyyLbYv4G
785041750284918785,2016-10-09 08:58:33,"@shyvixenposts @bipulchettri Shine on You Crazy Diamond
:)
Come Soon to Nepal"
785041001660370944,2016-10-09 08:55:34,"Not Developed country &amp; its citizens but ""Developed Citizens for Developing a Coutnry""
Citizens mark their country's status of development."
784996599403454464,2016-10-09 05:59:08,"RT @AjitBaral: लोकमानलाई सुम्पिएको लोकतन्त्र ! 
By @DurgaBaral1 https://t.co/rZZQSioyEs"
784806749186330624,2016-10-08 17:24:44,"Rehem karo #HanumanJi
😂😂😂
Manche haru ko imagination https://t.co/Ag0XIZ1dXE"
784803795423277060,2016-10-08 17:13:00,RT @TeenAgeThoutss: https://t.co/WsBTF8La87
784802483654696960,2016-10-08 17:07:47,"@mysticrubs 
Not #Twitter
but @Quora @Medium"
784801472441556992,2016-10-08 17:03:46,"Right at the face 😜
Poor Mr.HE 😛 https://t.co/VabviUElaU"
784800799507361792,2016-10-08 17:01:06,"RT @prasadnaik24: END ACID SALE !I have worked on this project, it's very close to my heart, please share Thank you.#endacidsale https://t.…"
784800088358989824,2016-10-08 16:58:16,"RT @arya_biren: युरोपबाट master  गरेर आएका युवा भन्छन""

गरिखान केको लाज? 

मागी खान पो लाज हो! "" https://t.co/GB0cKBZTYO"
784786956181843968,2016-10-08 16:06:05,"@mgautam198 @ResearchGate 
You've done research work on KNOWLEDGE MANAGEMENT, haven't you?"
784764072331841536,2016-10-08 14:35:09,"Institutions: https://t.co/WoOR85aOZs via @researchgate
KU is ranked third in RG SCORE.
#Nepal 
#KUIANS need to par… https://t.co/AOv8Vc2Pi7"
784760196459397120,2016-10-08 14:19:45,My publications reached 100 reads: https://t.co/OBxFObGRSa via @researchgate
784760112875319296,2016-10-08 14:19:25,My publication reached 20 reads: https://t.co/OBxFObGRSa via @researchgate
784342562563690497,2016-10-07 10:40:13,"RT @IdeaStudioNepal: An effort towards social health.
Anil Neupane from Bhaktapur presented his simple idea of growing avocado, kiwi,gulab…"
784342099307040770,2016-10-07 10:38:23,"RT @Just_pinkfloyd: Shine on you crazy diamond

You were caught in the crossfire
of childhood and stardom
blown on the steel breeze
Come on…"
784341963533275136,2016-10-07 10:37:51,RT @AcademyHum: Get all of our latest #humanitarian stories - sign up to our newsletter! https://t.co/8vvp0B93gH
784246805064101888,2016-10-07 04:19:43,"@p_praz99 @pgaijin66 
Teso nabhannus na #HanumanJi"
784243771441504257,2016-10-07 04:07:40,"#DASHAIN aayo
Office van maa cards 😜
@pgaijin66 @p_praz99"
783335832744701953,2016-10-04 15:59:50,RT @cnni: A 4-year-old girl has died after picking up a cluster bomb she thought was a toy in the Syrian city of Aleppo https://t.co/qtXnOY…
783334556854132736,2016-10-04 15:54:46,RT @WSJ: A Romanian photographer has trekked all over the world for her project shooting portraits of women https://t.co/J7UNQ1EgDT 🔓 https…
783328157260668928,2016-10-04 15:29:20,"@sharmasadi  Dhanyabadi nani
Bhagwan #Pashupatinath ko kripa le sabai ko #Dashain  ma sukha sambriddhi  chaos 
#HanumanJi 😂😂😂"
783327255682396164,2016-10-04 15:25:45,"RT @creationghimire: या@kharel777 dear pramod dai भन्दा यसाे भनेका छन् https://t.co/gkeUFq3ldj , अागे भग्वान जाने,"
783325520918216705,2016-10-04 15:18:52,"Sahi kuro 
#HanumanJi lai karbahi garna vannu paryo sabai allare haru lai 😂😂 https://t.co/M8ChuIuDu7"
783324886106124288,2016-10-04 15:16:20,"HanumanJi balike ko ichya pura gardinu paryo.
😊 I'm not the only one who tweets to #HanumanJi  😂😂 https://t.co/CVXAwIdjtV"
783324427840696321,2016-10-04 15:14:31,"RT @OpenSourceOrg: ""Businesses believe there are good reasons to use open source software and to participate in open source projects.""
http…"
783324335477886976,2016-10-04 15:14:09,RT @Ag_kesu: @HM_Nepal @thapagk गगन दाजु डा. केसीकाे अान्दाेलनप्रति किन माैनता? केही त गर्नुहाेस्।
783324252170690560,2016-10-04 15:13:49,RT @HM_Nepal: https://t.co/Ij26QO6267
783323426765217792,2016-10-04 15:10:33,"Awesome 
Worth reading this story https://t.co/xjXYx1WLLC"
